sample_id,parent_source_id,image_path,nucleus_contour_path,cytoplasm_contour_path,technical_valid,technical_exclusion_reason,width,height,diagnostic_class_if_available,image_mode,dtype,nucleus_points,cytoplasm_points,nucleus_area_gt_pixels,cell_area_gt_pixels,cytoplasm_only_area_gt_pixels,nucleus_perimeter_gt_pixels,nucleus_outside_cell_pixels,nc_ratio_defined,circularity_defined
Koilocytotic__232_04,Koilocytotic__232,data\raw\sipakmed\im_Koilocytotic\CROPPED\232_04.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\232_04_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\232_04_cyt.dat,TRUE,,306,225,Koilocytotic,RGB,uint8,18,44,3599,38167,34568,282,0,TRUE,TRUE
Koilocytotic__233_01,Koilocytotic__233,data\raw\sipakmed\im_Koilocytotic\CROPPED\233_01.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\233_01_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\233_01_cyt.dat,TRUE,,181,266,Koilocytotic,RGB,uint8,20,34,5126,26745,21619,348,0,TRUE,TRUE
Koilocytotic__234_01,Koilocytotic__234,data\raw\sipakmed\im_Koilocytotic\CROPPED\234_01.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\234_01_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\234_01_cyt.dat,TRUE,,141,148,Koilocytotic,RGB,uint8,13,30,2540,10767,8227,252,0,TRUE,TRUE
Koilocytotic__234_02,Koilocytotic__234,data\raw\sipakmed\im_Koilocytotic\CROPPED\234_02.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\234_02_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\234_02_cyt.dat,TRUE,,139,203,Koilocytotic,RGB,uint8,18,28,3626,11252,7626,320,0,TRUE,TRUE
Koilocytotic__235_01,Koilocytotic__235,data\raw\sipakmed\im_Koilocytotic\CROPPED\235_01.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\235_01_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\235_01_cyt.dat,TRUE,,298,240,Koilocytotic,RGB,uint8,16,38,4795,37770,32975,336,0,TRUE,TRUE
Koilocytotic__236_01,Koilocytotic__236,data\raw\sipakmed\im_Koilocytotic\CROPPED\236_01.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\236_01_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\236_01_cyt.dat,TRUE,,299,153,Koilocytotic,RGB,uint8,18,32,3970,21755,17785,296,0,TRUE,TRUE
Koilocytotic__237_01,Koilocytotic__237,data\raw\sipakmed\im_Koilocytotic\CROPPED\237_01.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\237_01_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\237_01_cyt.dat,TRUE,,293,251,Koilocytotic,RGB,uint8,14,39,3021,27722,24701,300,0,TRUE,TRUE
Koilocytotic__238_01,Koilocytotic__238,data\raw\sipakmed\im_Koilocytotic\CROPPED\238_01.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\238_01_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\238_01_cyt.dat,TRUE,,224,261,Koilocytotic,RGB,uint8,14,39,4363,27265,22902,304,0,TRUE,TRUE
Koilocytotic__238_02,Koilocytotic__238,data\raw\sipakmed\im_Koilocytotic\CROPPED\238_02.bmp,data\raw\sipakmed\im_Koilocytotic\CROPPED\238_02_nuc.dat,data\raw\sipakmed\im_Koilocytotic\CROPPED\238_02_cyt.dat,TRUE,,332,247,Koilocytotic,RGB,uint8,19,51,4898,39626,34728,328,0,TRUE,TRUE
Metaplastic__001_01,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_01_cyt.dat,TRUE,,223,255,Metaplastic,RGB,uint8,27,34,2447,36102,33655,226,0,TRUE,TRUE
Metaplastic__001_02,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_02_cyt.dat,TRUE,,219,255,Metaplastic,RGB,uint8,22,39,2427,37850,35423,228,0,TRUE,TRUE
Metaplastic__001_03,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_03_cyt.dat,TRUE,,238,150,Metaplastic,RGB,uint8,24,42,1845,22655,20810,198,0,TRUE,TRUE
Metaplastic__001_04,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_04.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_04_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_04_cyt.dat,TRUE,,182,175,Metaplastic,RGB,uint8,21,48,1521,18972,17451,178,0,TRUE,TRUE
Metaplastic__001_05,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_05.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_05_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_05_cyt.dat,TRUE,,257,250,Metaplastic,RGB,uint8,29,35,3432,40587,37155,266,0,TRUE,TRUE
Metaplastic__001_06,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_06.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_06_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_06_cyt.dat,TRUE,,258,173,Metaplastic,RGB,uint8,26,40,2584,24170,21586,238,0,TRUE,TRUE
Metaplastic__001_07,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_07.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_07_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_07_cyt.dat,TRUE,,168,197,Metaplastic,RGB,uint8,22,29,1595,18900,17305,180,0,TRUE,TRUE
Metaplastic__001_08,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_08.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_08_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_08_cyt.dat,TRUE,,236,289,Metaplastic,RGB,uint8,21,44,1438,40341,38903,174,0,TRUE,TRUE
Metaplastic__001_09,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_09.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_09_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_09_cyt.dat,TRUE,,304,198,Metaplastic,RGB,uint8,21,40,1458,31547,30089,182,0,TRUE,TRUE
Metaplastic__001_10,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_10.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_10_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_10_cyt.dat,TRUE,,280,208,Metaplastic,RGB,uint8,21,37,2080,36613,34533,206,0,TRUE,TRUE
Metaplastic__001_11,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_11.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_11_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_11_cyt.dat,TRUE,,208,213,Metaplastic,RGB,uint8,21,51,1800,25844,24044,196,0,TRUE,TRUE
Metaplastic__001_12,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_12.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_12_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_12_cyt.dat,TRUE,,204,220,Metaplastic,RGB,uint8,25,35,2730,28329,25599,242,0,TRUE,TRUE
Metaplastic__001_13,Metaplastic__001,data\raw\sipakmed\im_Metaplastic\CROPPED\001_13.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\001_13_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\001_13_cyt.dat,TRUE,,190,247,Metaplastic,RGB,uint8,22,38,1869,22230,20361,198,0,TRUE,TRUE
Metaplastic__002_01,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_01_cyt.dat,TRUE,,206,156,Metaplastic,RGB,uint8,25,47,3092,19065,15973,262,0,TRUE,TRUE
Metaplastic__002_02,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_02_cyt.dat,TRUE,,206,165,Metaplastic,RGB,uint8,28,46,2864,19559,16695,252,0,TRUE,TRUE
Metaplastic__002_03,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_03_cyt.dat,TRUE,,187,141,Metaplastic,RGB,uint8,29,44,3410,14902,11492,282,0,TRUE,TRUE
Metaplastic__002_04,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_04.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_04_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_04_cyt.dat,TRUE,,246,172,Metaplastic,RGB,uint8,29,56,3419,25914,22495,272,0,TRUE,TRUE
Metaplastic__002_05,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_05.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_05_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_05_cyt.dat,TRUE,,263,160,Metaplastic,RGB,uint8,28,37,2147,25272,23125,248,0,TRUE,TRUE
Metaplastic__002_06,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_06.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_06_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_06_cyt.dat,TRUE,,171,159,Metaplastic,RGB,uint8,26,42,2438,16146,13708,234,0,TRUE,TRUE
Metaplastic__002_07,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_07.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_07_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_07_cyt.dat,TRUE,,155,140,Metaplastic,RGB,uint8,27,43,2160,12731,10571,226,0,TRUE,TRUE
Metaplastic__002_08,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_08.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_08_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_08_cyt.dat,TRUE,,280,189,Metaplastic,RGB,uint8,23,41,2102,32484,30382,212,0,TRUE,TRUE
Metaplastic__002_09,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_09.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_09_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_09_cyt.dat,TRUE,,244,191,Metaplastic,RGB,uint8,34,58,5233,29330,24097,330,0,TRUE,TRUE
Metaplastic__002_10,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_10.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_10_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_10_cyt.dat,TRUE,,208,155,Metaplastic,RGB,uint8,25,48,2496,16260,13764,242,0,TRUE,TRUE
Metaplastic__002_11,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_11.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_11_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_11_cyt.dat,TRUE,,176,182,Metaplastic,RGB,uint8,27,31,3768,18961,15193,294,0,TRUE,TRUE
Metaplastic__002_12,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_12.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_12_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_12_cyt.dat,TRUE,,218,197,Metaplastic,RGB,uint8,36,37,4973,26499,21526,344,0,TRUE,TRUE
Metaplastic__002_13,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_13.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_13_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_13_cyt.dat,TRUE,,194,169,Metaplastic,RGB,uint8,23,49,3237,19879,16642,264,0,TRUE,TRUE
Metaplastic__002_14,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_14.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_14_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_14_cyt.dat,TRUE,,216,132,Metaplastic,RGB,uint8,30,49,3050,16370,13320,248,0,TRUE,TRUE
Metaplastic__002_15,Metaplastic__002,data\raw\sipakmed\im_Metaplastic\CROPPED\002_15.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\002_15_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\002_15_cyt.dat,TRUE,,159,145,Metaplastic,RGB,uint8,29,47,2477,13184,10707,230,0,TRUE,TRUE
Metaplastic__003_01,Metaplastic__003,data\raw\sipakmed\im_Metaplastic\CROPPED\003_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\003_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\003_01_cyt.dat,TRUE,,284,277,Metaplastic,RGB,uint8,25,46,1694,52818,51124,188,0,TRUE,TRUE
Metaplastic__004_01,Metaplastic__004,data\raw\sipakmed\im_Metaplastic\CROPPED\004_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\004_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\004_01_cyt.dat,TRUE,,197,201,Metaplastic,RGB,uint8,23,42,1330,24636,23306,168,0,TRUE,TRUE
Metaplastic__005_01,Metaplastic__005,data\raw\sipakmed\im_Metaplastic\CROPPED\005_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\005_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\005_01_cyt.dat,TRUE,,252,204,Metaplastic,RGB,uint8,22,45,1279,30318,29039,164,0,TRUE,TRUE
Metaplastic__006_01,Metaplastic__006,data\raw\sipakmed\im_Metaplastic\CROPPED\006_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\006_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\006_01_cyt.dat,TRUE,,246,222,Metaplastic,RGB,uint8,25,39,1909,34481,32572,196,0,TRUE,TRUE
Metaplastic__006_02,Metaplastic__006,data\raw\sipakmed\im_Metaplastic\CROPPED\006_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\006_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\006_02_cyt.dat,TRUE,,195,219,Metaplastic,RGB,uint8,29,37,2400,23189,20789,232,0,TRUE,TRUE
Metaplastic__006_03,Metaplastic__006,data\raw\sipakmed\im_Metaplastic\CROPPED\006_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\006_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\006_03_cyt.dat,TRUE,,214,232,Metaplastic,RGB,uint8,26,46,1700,22975,21275,184,0,TRUE,TRUE
Metaplastic__006_04,Metaplastic__006,data\raw\sipakmed\im_Metaplastic\CROPPED\006_04.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\006_04_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\006_04_cyt.dat,TRUE,,209,113,Metaplastic,RGB,uint8,27,27,2474,10296,7822,232,0,TRUE,TRUE
Metaplastic__007_01,Metaplastic__007,data\raw\sipakmed\im_Metaplastic\CROPPED\007_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\007_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\007_01_cyt.dat,TRUE,,157,172,Metaplastic,RGB,uint8,27,41,2578,15453,12875,224,0,TRUE,TRUE
Metaplastic__007_02,Metaplastic__007,data\raw\sipakmed\im_Metaplastic\CROPPED\007_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\007_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\007_02_cyt.dat,TRUE,,150,148,Metaplastic,RGB,uint8,29,44,2325,11762,9437,222,0,TRUE,TRUE
Metaplastic__007_03,Metaplastic__007,data\raw\sipakmed\im_Metaplastic\CROPPED\007_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\007_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\007_03_cyt.dat,TRUE,,160,118,Metaplastic,RGB,uint8,27,42,2050,9879,7829,208,0,TRUE,TRUE
Metaplastic__007_04,Metaplastic__007,data\raw\sipakmed\im_Metaplastic\CROPPED\007_04.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\007_04_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\007_04_cyt.dat,TRUE,,187,118,Metaplastic,RGB,uint8,32,46,3440,9282,5842,270,0,TRUE,TRUE
Metaplastic__008_01,Metaplastic__008,data\raw\sipakmed\im_Metaplastic\CROPPED\008_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\008_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\008_01_cyt.dat,TRUE,,192,191,Metaplastic,RGB,uint8,28,41,1960,23628,21668,214,0,TRUE,TRUE
Metaplastic__008_02,Metaplastic__008,data\raw\sipakmed\im_Metaplastic\CROPPED\008_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\008_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\008_02_cyt.dat,TRUE,,281,241,Metaplastic,RGB,uint8,28,44,2154,43725,41571,210,0,TRUE,TRUE
Metaplastic__009_01,Metaplastic__009,data\raw\sipakmed\im_Metaplastic\CROPPED\009_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\009_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\009_01_cyt.dat,TRUE,,185,179,Metaplastic,RGB,uint8,22,57,2561,19775,17214,232,0,TRUE,TRUE
Metaplastic__009_02,Metaplastic__009,data\raw\sipakmed\im_Metaplastic\CROPPED\009_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\009_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\009_02_cyt.dat,TRUE,,228,232,Metaplastic,RGB,uint8,26,44,2396,34786,32390,228,0,TRUE,TRUE
Metaplastic__010_01,Metaplastic__010,data\raw\sipakmed\im_Metaplastic\CROPPED\010_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\010_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\010_01_cyt.dat,TRUE,,175,196,Metaplastic,RGB,uint8,29,40,2243,20543,18300,228,0,TRUE,TRUE
Metaplastic__010_02,Metaplastic__010,data\raw\sipakmed\im_Metaplastic\CROPPED\010_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\010_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\010_02_cyt.dat,TRUE,,187,193,Metaplastic,RGB,uint8,17,36,2375,21602,19227,228,0,TRUE,TRUE
Metaplastic__010_03,Metaplastic__010,data\raw\sipakmed\im_Metaplastic\CROPPED\010_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\010_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\010_03_cyt.dat,TRUE,,186,191,Metaplastic,RGB,uint8,26,40,1760,21996,20236,198,0,TRUE,TRUE
Metaplastic__011_01,Metaplastic__011,data\raw\sipakmed\im_Metaplastic\CROPPED\011_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\011_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\011_01_cyt.dat,TRUE,,287,207,Metaplastic,RGB,uint8,28,39,3109,34744,31635,260,0,TRUE,TRUE
Metaplastic__011_02,Metaplastic__011,data\raw\sipakmed\im_Metaplastic\CROPPED\011_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\011_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\011_02_cyt.dat,TRUE,,286,213,Metaplastic,RGB,uint8,25,43,2196,38881,36685,220,0,TRUE,TRUE
Metaplastic__012_01,Metaplastic__012,data\raw\sipakmed\im_Metaplastic\CROPPED\012_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\012_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\012_01_cyt.dat,TRUE,,220,198,Metaplastic,RGB,uint8,23,36,1956,28217,26261,204,0,TRUE,TRUE
Metaplastic__013_01,Metaplastic__013,data\raw\sipakmed\im_Metaplastic\CROPPED\013_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\013_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\013_01_cyt.dat,TRUE,,125,143,Metaplastic,RGB,uint8,29,44,2728,9748,7020,238,0,TRUE,TRUE
Metaplastic__013_02,Metaplastic__013,data\raw\sipakmed\im_Metaplastic\CROPPED\013_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\013_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\013_02_cyt.dat,TRUE,,156,170,Metaplastic,RGB,uint8,36,45,1771,15537,13766,198,0,TRUE,TRUE
Metaplastic__013_03,Metaplastic__013,data\raw\sipakmed\im_Metaplastic\CROPPED\013_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\013_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\013_03_cyt.dat,TRUE,,249,195,Metaplastic,RGB,uint8,30,36,2960,28023,25063,248,0,TRUE,TRUE
Metaplastic__013_04,Metaplastic__013,data\raw\sipakmed\im_Metaplastic\CROPPED\013_04.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\013_04_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\013_04_cyt.dat,TRUE,,191,154,Metaplastic,RGB,uint8,34,41,1848,13350,11502,200,0,TRUE,TRUE
Metaplastic__014_01,Metaplastic__014,data\raw\sipakmed\im_Metaplastic\CROPPED\014_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\014_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\014_01_cyt.dat,TRUE,,212,206,Metaplastic,RGB,uint8,23,39,1892,27534,25642,198,0,TRUE,TRUE
Metaplastic__014_02,Metaplastic__014,data\raw\sipakmed\im_Metaplastic\CROPPED\014_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\014_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\014_02_cyt.dat,TRUE,,215,211,Metaplastic,RGB,uint8,26,58,2223,26748,24525,216,0,TRUE,TRUE
Metaplastic__015_01,Metaplastic__015,data\raw\sipakmed\im_Metaplastic\CROPPED\015_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\015_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\015_01_cyt.dat,TRUE,,273,249,Metaplastic,RGB,uint8,25,43,2633,38790,36157,236,0,TRUE,TRUE
Metaplastic__015_02,Metaplastic__015,data\raw\sipakmed\im_Metaplastic\CROPPED\015_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\015_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\015_02_cyt.dat,TRUE,,206,230,Metaplastic,RGB,uint8,22,53,2432,26213,23781,228,0,TRUE,TRUE
Metaplastic__015_03,Metaplastic__015,data\raw\sipakmed\im_Metaplastic\CROPPED\015_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\015_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\015_03_cyt.dat,TRUE,,241,272,Metaplastic,RGB,uint8,30,46,3342,36401,33059,276,0,TRUE,TRUE
Metaplastic__016_01,Metaplastic__016,data\raw\sipakmed\im_Metaplastic\CROPPED\016_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\016_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\016_01_cyt.dat,TRUE,,201,212,Metaplastic,RGB,uint8,24,38,2084,24205,22121,216,0,TRUE,TRUE
Metaplastic__016_02,Metaplastic__016,data\raw\sipakmed\im_Metaplastic\CROPPED\016_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\016_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\016_02_cyt.dat,TRUE,,210,213,Metaplastic,RGB,uint8,34,36,3328,25304,21976,270,0,TRUE,TRUE
Metaplastic__016_03,Metaplastic__016,data\raw\sipakmed\im_Metaplastic\CROPPED\016_03.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\016_03_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\016_03_cyt.dat,TRUE,,149,137,Metaplastic,RGB,uint8,23,42,1883,11893,10010,198,0,TRUE,TRUE
Metaplastic__016_04,Metaplastic__016,data\raw\sipakmed\im_Metaplastic\CROPPED\016_04.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\016_04_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\016_04_cyt.dat,TRUE,,172,135,Metaplastic,RGB,uint8,25,46,1925,13431,11506,204,0,TRUE,TRUE
Metaplastic__016_05,Metaplastic__016,data\raw\sipakmed\im_Metaplastic\CROPPED\016_05.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\016_05_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\016_05_cyt.dat,TRUE,,259,188,Metaplastic,RGB,uint8,21,39,1733,30912,29179,194,0,TRUE,TRUE
Metaplastic__017_01,Metaplastic__017,data\raw\sipakmed\im_Metaplastic\CROPPED\017_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\017_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\017_01_cyt.dat,TRUE,,240,211,Metaplastic,RGB,uint8,32,37,2739,31608,28869,242,0,TRUE,TRUE
Metaplastic__017_02,Metaplastic__017,data\raw\sipakmed\im_Metaplastic\CROPPED\017_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\017_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\017_02_cyt.dat,TRUE,,190,214,Metaplastic,RGB,uint8,29,38,2935,25354,22419,248,0,TRUE,TRUE
Metaplastic__018_01,Metaplastic__018,data\raw\sipakmed\im_Metaplastic\CROPPED\018_01.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\018_01_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\018_01_cyt.dat,TRUE,,217,206,Metaplastic,RGB,uint8,24,39,2160,27915,25755,214,0,TRUE,TRUE
Metaplastic__018_02,Metaplastic__018,data\raw\sipakmed\im_Metaplastic\CROPPED\018_02.bmp,data\raw\sipakmed\im_Metaplastic\CROPPED\018_02_nuc.dat,data\raw\sipakmed\im_Metaplastic\CROPPED\018_02_cyt.dat,TRUE,,237,205,Metaplastic,RGB,uint8,17,39,968,31447,30479,142,0,TRUE,TRUE
